"";"Huurprijs";"Woonoppervlakte";"Type.woning";"persoon.type";"Bouwjaar";"woz_value";"Stofferingstype";"Energielabel";"avg_price";"corrected_avgm2_price";"koopsom.koopjaar";"Gemeente"
"6496";950;64;"apartment";"ingeschreven_natuurlijk_persoon";1969;248000;"upholstered";"D";185000;3064,51612903226;2018;"Enschede"
"6497";1100;60;"apartment";"ingeschreven_natuurlijk_persoon";1979;319000;"upholstered";"A";216000;3606,55737704918;2019;"Rotterdam"
"6498";1250;75;"apartment";"ingeschreven_natuurlijk_persoon";1971;236000;"upholstered";"D";100235,849056604;1333,33333333333;2013;"Eindhoven"
"6499";845;33;"apartment";"ingeschreven_natuurlijk_persoon";1909;156000;"upholstered";"";67000;1972,22222222222;2008;"Alkmaar"
"6500";1495;93;"apartment";"ingeschreven_natuurlijk_persoon";2001;306000;"furnished";"B";156200;1725,27472527473;2013;"Rotterdam"
"6501";650;32;"apartment";"ingeschreven_natuurlijk_persoon";1929;105000;"furnished";"A";41387,3626335714;1166,66666666667;2014;"Hilversum"
"6502";1495;100;"apartment";"ingeschreven_natuurlijk_persoon";1996;390000;"upholstered";"";399000;3811,88118811881;2015;"Eindhoven"
"6503";1895;90;"apartment";"ingeschreven_natuurlijk_persoon";1911;449000;"furnished or upholstered";"";460000;5155,55555555556;2021;"Haarlem"
"6504";1375;81;"house";"ingeschreven_natuurlijk_persoon";1964;320000;"upholstered";"G";270000;3375;2021;"Lelystad"
"6505";1450;50;"apartment";"ingeschreven_natuurlijk_persoon";1908;271000;"furnished";"A";210000;4166,666666;2017;"Maastricht"
"6506";1150;47;"apartment";"ingeschreven_natuurlijk_persoon";1976;239000;"upholstered";"B";275000;5454,54545454545;2019;"Haarlemmermeer"
"6507";895;45;"apartment";"ingeschreven_natuurlijk_persoon";1932;81000;"shell";"";2985,480944;57,4130950769231;1998;"Rotterdam"
"6508";995;67;"apartment";"ingeschreven_natuurlijk_persoon";1924;301000;"upholstered";"";45810,34483;672,448979571428;2008;"Groningen"
"6509";2200;160;"apartment";"ingeschreven_natuurlijk_persoon";1915;111000;"upholstered";"A";110000;790,834845695364;2007;"Noordwijk"
"6510";1295;85;"apartment";"ingeschreven_natuurlijk_persoon";1972;280000;"upholstered";"";220000;2528,73563218391;1989;"Eindhoven"
"6511";1600;95;"house";"ingeschreven_natuurlijk_persoon";1919;245000;"furnished";"C";85000;946,007259578947;2004;"Hilversum"
"6512";1650;76;"apartment";"ingeschreven_niet_natuurlijk_persoon";1880;NA;"furnished";"";162480;2179,05405405405;2004;"Rotterdam"
"6513";1073;70;"apartment";"kadaster_natuurlijk_persoon";1938;265000;"upholstered";"B";105000;1517,85714285714;2017;"Rotterdam"
"6514";1195;70;"apartment";"ingeschreven_natuurlijk_persoon";1987;295000;"furnished";"";45158,3988706667;645,119983866667;1996;"Middelburg"
"6515";2200;85;"apartment";"ingeschreven_natuurlijk_persoon";1881;355000;"furnished";"";364500;4464,28571428571;2022;"Maassluis"
"6516";825;45;"apartment";"ingeschreven_natuurlijk_persoon";1950;178000;"upholstered";"G";95000;2184,46601941748;2011;"Utrecht"
"6517";1650;122;"apartment";"ingeschreven_natuurlijk_persoon";1987;447000;"furnished";"";129000;992,700729927007;2006;"Lelystad"
"6518";1700;75;"apartment";"ingeschreven_natuurlijk_persoon";2008;304000;"furnished";"A";148486,486486486;1906,66666666667;2014;"Eindhoven"
"6519";1000;80;"apartment";"ingeschreven_niet_natuurlijk_persoon";1958;NA;"upholstered";"";170000;2037,5;2022;"Maastricht"
"6520";2100;101;"apartment";"ingeschreven_natuurlijk_persoon";1995;412000;"furnished";"C";284000;2836,13;2004;"Eindhoven"
"6521";1375;64;"apartment";"ingeschreven_natuurlijk_persoon";1900;312000;"upholstered";"C";265000;4046,875;2020;"Hilversum"
"6522";800;45;"apartment";"ingeschreven_natuurlijk_persoon";1877;368000;"upholstered";"";38690,4761904762;887,654320888889;2010;"Het Hogeland"
"6523";850;35;"apartment";"ingeschreven_niet_natuurlijk_persoon";1825;NA;"upholstered";"C";123333,3333;3245,61403421053;2007;"Leiden"
"6524";1249;116;"house";"ingeschreven_natuurlijk_persoon";1961;222000;"upholstered";"";198000;1549,14529935897;2021;"Purmerend"
"6525";1350;135;"house";"ingeschreven_natuurlijk_persoon";1992;601000;"upholstered";"B";203640,898876404;1500;2014;"Beekdaelen"
"6526";1450;53;"apartment";"ingeschreven_natuurlijk_persoon";1800;349000;"furnished";"";392500;7884,61538461538;2022;"Leiden"
"6527";1950;95;"house";"ingeschreven_niet_natuurlijk_persoon";2001;NA;"upholstered";"B";292000;3157,8947368421;2021;"Amsterdam"
"6528";1900;55;"apartment";"ingeschreven_natuurlijk_persoon";1926;438000;"furnished";"E";301500;5435,4;2018;"Amsterdam"
"6529";1500;153;"house";"ingeschreven_niet_natuurlijk_persoon";1983;NA;"furnished";"";182000;679,913898604651;2022;"Amsterdam"
"6530";1475;90;"apartment";"ingeschreven_natuurlijk_persoon";1930;271000;"upholstered";"";149900;1715,90909090909;2008;"Den Haag"
"6531";925;97;"apartment";"ingeschreven_natuurlijk_persoon";2009;249000;"unknown";"";138843,28358209;1500;2007;"Oss"
"6532";825;40;"apartment";"ingeschreven_natuurlijk_persoon";1890;146000;"upholstered";"A";40000;1062,5;2008;"Leiden"
"6533";1295;77;"apartment";"ingeschreven_natuurlijk_persoon";1960;360000;"upholstered";"";142857,142857143;1919,54022988506;2008;"Maastricht"
"6534";1150;80;"apartment";"ingeschreven_natuurlijk_persoon";1952;212000;"upholstered";"E";125000;1560,12658227848;2019;"Breda"
"6535";1350;55;"apartment";"";1900;NA;"furnished";"";141875;2677,07547169811;2021;"Utrecht"
"6536";675;25;"apartment";"ingeschreven_natuurlijk_persoon";1964;307000;"upholstered";"E";59310,3448275862;2685,95041322314;2020;"Kerkrade"
"6537";2250;80;"apartment";"ingeschreven_natuurlijk_persoon";1922;643000;"upholstered";"C";580000;7720,85136538462;2020;"Rotterdam"
"6538";1550;103;"apartment";"ingeschreven_niet_natuurlijk_persoon";1965;NA;"upholstered";"";283500;2761,90476190476;2019;"Maastricht"
"6539";1995;102;"house";"ingeschreven_natuurlijk_persoon";1922;303000;"furnished";"";364500;3625;2022;"Maastricht"
"6540";865;50;"apartment";"ingeschreven_natuurlijk_persoon";1939;158000;"upholstered";"";33333,33333;587,122507264957;2014;"Rotterdam"
"6541";1400;50;"apartment";"";1936;NA;"upholstered";"C";130000;2659,57446808511;2018;"Amsterdam"
"6542";1725;160;"house";"ingeschreven_natuurlijk_persoon";1933;332000;"upholstered";"";285100;1652,36051502146;2007;"Eindhoven"
"6543";3250;120;"apartment";"ingeschreven_natuurlijk_persoon";1961;406000;"furnished";"";43236,84211;388,61539625;1999;"Amsterdam"
"6544";1295;60;"apartment";"ingeschreven_natuurlijk_persoon";1940;242000;"upholstered";"G";227848,101265823;3868,85245901639;2021;"Rotterdam"
"6545";1395;60;"apartment";"ingeschreven_natuurlijk_persoon";1954;318000;"upholstered";"D";265000;4960,06434545455;2020;"Rotterdam"
"6546";950;110;"house";"ingeschreven_natuurlijk_persoon";1933;174000;"furnished";"";96223,958359375;907,005494505494;2021;"Leeuwarden"
"6547";1350;85;"apartment";"ingeschreven_natuurlijk_persoon";1956;325000;"upholstered";"D";237500;2708,23529411765;2019;"Den Haag"
"6548";875;56;"apartment";"ingeschreven_niet_natuurlijk_persoon";1939;NA;"upholstered";"";83730,49002;1349,09467455621;2019;"Schiedam"
"6549";1495;78;"house";"ingeschreven_natuurlijk_persoon";1904;402000;"upholstered";"F";140000;1842,10526315789;2016;"Utrecht"
"6550";1300;90;"apartment";"";1989;NA;"furnished";"C";103000;1043,95604395604;1994;"Eindhoven"
"6551";2175;105;"apartment";"ingeschreven_natuurlijk_persoon";1984;693000;"furnished or upholstered";"B";320000;3250;2015;"Amsterdam"
"6552";995;65;"apartment";"ingeschreven_natuurlijk_persoon";1901;174000;"upholstered";"B";137500;2125;2022;"Tilburg"
"6553";1650;43;"apartment";"ingeschreven_natuurlijk_persoon";1925;458000;"unknown";"B";36030,85299;795,454545454545;2018;"Amsterdam"
"6554";1750;110;"apartment";"ingeschreven_natuurlijk_persoon";1926;474000;"furnished";"D";235000;2150;2015;"Rotterdam"
"6555";1175;74;"apartment";"ingeschreven_natuurlijk_persoon";2008;363000;"upholstered";"A";210000;2781,81818181818;2015;"Teylingen"
"6556";1250;46;"apartment";"ingeschreven_natuurlijk_persoon";1923;342000;"upholstered";"";65000;1488,88888888889;2010;"Leiden"
"6557";1350;70;"apartment";"";1928;NA;"upholstered";"G";4791,618545;79,1886879076923;1987;"Eindhoven"
"6558";1600;55;"apartment";"ingeschreven_niet_natuurlijk_persoon";1934;NA;"upholstered";"D";45833,33333;838,533245272727;2017;"Amsterdam"
"6559";1700;149;"house";"ingeschreven_natuurlijk_persoon";1985;316000;"furnished";"B";290000;1932,98969072165;2014;"Almere"
"6560";999;65;"apartment";"ingeschreven_natuurlijk_persoon";1926;195000;"upholstered";"B";67346,9387755102;924,657534246575;2016;"Rotterdam"
"6561";1375;66;"apartment";"ingeschreven_natuurlijk_persoon";2010;310000;"upholstered";"A";290000;4646,15384615385;2021;"Breda"
"6562";850;42;"apartment";"ingeschreven_natuurlijk_persoon";1886;150000;"upholstered";"A";121500;2854,54545454545;2020;"Amsterdam"
"6563";1245;64;"apartment";"ingeschreven_natuurlijk_persoon";1998;308000;"upholstered";"B";173500;2727,27272727273;2017;"Rotterdam"
"6564";1265;40;"apartment";"ingeschreven_natuurlijk_persoon";1920;206000;"furnished";"";202500;4710,60465116279;2021;"Vlaardingen"
"6565";1650;100;"house";"ingeschreven_niet_natuurlijk_persoon";1916;NA;"furnished";"";66896,0244495413;626,730392156863;2014;"Haarlem"
"6566";1250;46;"apartment";"ingeschreven_natuurlijk_persoon";1941;218000;"furnished";"G";20588,92922;356,333974358974;1996;"Rotterdam"
"6567";1350;226;"house";"ingeschreven_natuurlijk_persoon";1971;382000;"upholstered";"D";310000;1684,78260869565;1999;"Groningen"
"6568";1240;45;"apartment";"ingeschreven_natuurlijk_persoon";1961;265000;"upholstered";"";142500;3166,66666625;2019;"Amsterdam"
"6569";895;40;"apartment";"ingeschreven_natuurlijk_persoon";1940;42000;"upholstered";"";73333,33333;1886,79245283019;2014;"Eindhoven"
"6570";1150;60;"apartment";"ingeschreven_natuurlijk_persoon";1989;252000;"upholstered";"";148000;2352,45901639344;2008;"Eindhoven"
"6571";1575;50;"apartment";"ingeschreven_natuurlijk_persoon";1929;745000;"furnished";"";222727,272727273;4600;2013;"Amsterdam"
"6572";2350;125;"house";"ingeschreven_natuurlijk_persoon";1954;445000;"upholstered";"B";320000;2603,84615384615;2019;"Zaanstad"
"6573";1600;55;"apartment";"ingeschreven_natuurlijk_persoon";1880;553000;"upholstered";"";121666,6667;2181,81818181818;2015;"Amsterdam"
"6574";1395;92;"apartment";"";1959;NA;"upholstered";"C";67000;758,539497578947;2005;"Den Bosch"
"6575";1750;73;"apartment";"ingeschreven_natuurlijk_persoon";1971;309000;"unknown";"D";265500;3453,94736842105;2020;"Amsterdam"
"6576";1575;130;"apartment";"ingeschreven_natuurlijk_persoon";1911;310000;"furnished";"";173000;1253,84615384615;2019;"Schiedam"
"6577";595;22;"apartment";"ingeschreven_natuurlijk_persoon";1939;385000;"upholstered";"";73125;2777,77777719298;2020;"Groningen"
"6578";875;83;"apartment";"ingeschreven_natuurlijk_persoon";1978;204000;"upholstered";"D";210137;2518,07228915663;2021;"Enschede"
"6579";1300;95;"apartment";"ingeschreven_natuurlijk_persoon";1735;331000;"upholstered";"";12509,75499;167,44063373494;1993;"Maastricht"
"6580";1050;59;"apartment";"ingeschreven_natuurlijk_persoon";1991;268000;"upholstered";"B";171397,058823529;2833,33333333333;2017;"Leiden"
"6581";1495;117;"house";"ingeschreven_natuurlijk_persoon";1982;360000;"upholstered";"";210000;1751,30434782609;2010;"Den Bosch"
"6582";950;60;"apartment";"ingeschreven_natuurlijk_persoon";1927;832000;"upholstered";"";87765,9574468085;1515,8599137931;2006;"Utrecht"
"6583";1400;70;"apartment";"ingeschreven_niet_natuurlijk_persoon";1890;NA;"upholstered";"G";755000;11818,1818181818;2021;"Den Haag"
"6584";1200;54;"apartment";"ingeschreven_natuurlijk_persoon";1967;200000;"upholstered";"E";222500;3981,81818181818;2022;"Eindhoven"
"6585";920;28;"apartment";"ingeschreven_natuurlijk_persoon";1892;162000;"upholstered";"B";225000;10095,652173913;2003;"Den Bosch"
"6586";1650;51;"apartment";"kadaster_natuurlijk_persoon";1903;275000;"furnished";"";187000;3725,49019607843;2017;"Amsterdam"
"6587";1150;47;"apartment";"ingeschreven_natuurlijk_persoon";1976;214000;"upholstered";"D";71500;1602,27272727273;2018;"Eindhoven"
"6588";1025;46;"apartment";"ingeschreven_natuurlijk_persoon";1850;246000;"upholstered";"";120000;2768,42857142857;2013;"Den Bosch"
"6589";975;61;"apartment";"ingeschreven_niet_natuurlijk_persoon";1987;NA;"upholstered";"B";54590,9750216438;888,755293333333;2006;"Heerlen"
"6590";1950;95;"apartment";"ingeschreven_natuurlijk_persoon";2001;500000;"furnished";"";295000;3244,68085106383;2004;"Den Haag"
"6591";2500;160;"house";"ingeschreven_natuurlijk_persoon";1992;565000;"furnished";"";281490;1759,25925925926;2013;"Pijnacker-Nootdorp"
"6592";1195;52;"apartment";"ingeschreven_natuurlijk_persoon";1920;142000;"furnished";"";24375;511,52619173913;1996;"Den Haag"
"6593";650;55;"apartment";"ingeschreven_natuurlijk_persoon";1900;112000;"upholstered";"";32450;588,255120571429;2014;"Leiden"
"6594";1195;30;"apartment";"ingeschreven_natuurlijk_persoon";1675;0;"furnished";"";40840,2;1287,87878787879;2020;"Leiden"
"6595";1900;72;"apartment";"";1922;NA;"furnished";"";305000;4411,76470588235;2015;"Amsterdam"
"6596";1500;92;"apartment";"ingeschreven_natuurlijk_persoon";1913;374000;"furnished";"D";177000;1923,07692307692;2017;"Den Haag"
"6597";1650;80;"apartment";"ingeschreven_natuurlijk_persoon";1450;527000;"furnished or upholstered";"";331500;4237,5;2019;"Rotterdam"
"6598";1250;97;"apartment";"ingeschreven_natuurlijk_persoon";1965;260000;"furnished";"A";45913,33938;488,172043010753;2005;"Eindhoven"
"6599";1750;80;"apartment";"ingeschreven_natuurlijk_persoon";1961;413000;"furnished";"";56619,78221;699,088145896657;1998;"Amstelveen"
"6600";950;68;"apartment";"ingeschreven_niet_natuurlijk_persoon";1920;NA;"upholstered";"";18685,7707509881;306,324110671937;1997;"Rotterdam"
"6601";750;50;"apartment";"ingeschreven_natuurlijk_persoon";1932;1068000;"furnished";"";140185,546875;2745,09803921569;2003;"Waalwijk"
"6602";885;45;"apartment";"ingeschreven_natuurlijk_persoon";1932;234000;"upholstered";"";23617,0212765957;566,195759772727;2002;"Dordrecht"
"6603";1450;36;"apartment";"ingeschreven_natuurlijk_persoon";1744;422000;"furnished";"D";335365,853658537;10000;2022;"Leiden"
"6604";1700;132;"house";"ingeschreven_natuurlijk_persoon";1975;366000;"furnished";"C";262500;1981,48148148148;2014;"Stichtse Vecht"
"6605";975;45;"apartment";"ingeschreven_natuurlijk_persoon";2007;187000;"upholstered";"A";169500;3555,55555555556;2020;"Groningen"
"6606";900;68;"studio";"ingeschreven_natuurlijk_persoon";1884;339000;"upholstered";"";80000;1168,06296296296;2010;"Den Haag"
"6607";1695;105;"apartment";"ingeschreven_natuurlijk_persoon";1915;410000;"furnished or upholstered";"D";201400;1835,97142857143;2017;"Den Haag"
"6608";1125;59;"apartment";"ingeschreven_natuurlijk_persoon";2007;263000;"furnished";"";110000;1875;2006;"Alphen aan den Rijn"
"6609";1300;72;"apartment";"ingeschreven_natuurlijk_persoon";2010;377000;"upholstered";"A";133000;1760;2020;"Den Bosch"
"6610";1700;80;"apartment";"ingeschreven_natuurlijk_persoon";1963;265000;"furnished";"F";244000;3072,28915662651;2021;"Amstelveen"
"6611";1650;47;"apartment";"";1931;NA;"upholstered";"";573000;12800;2021;"Amsterdam"
"6612";2650;158;"apartment";"ingeschreven_natuurlijk_persoon";1900;677000;"upholstered";"";564189,189189189;3012,5;2014;"Amsterdam"
"6613";1375;111;"apartment";"ingeschreven_natuurlijk_persoon";1933;249000;"upholstered";"B";226956,52173913;2027,02702702703;2022;"Den Haag"
"6614";1000;51;"apartment";"ingeschreven_natuurlijk_persoon";1968;290000;"upholstered";"E";185000;3627,45098039216;2020;"Oegstgeest"
"6615";1250;50;"apartment";"ingeschreven_natuurlijk_persoon";2007;270000;"furnished";"A";290500;5374,02206896552;2022;"Haarlemmermeer"
"6616";1224;70;"apartment";"";1894;NA;"upholstered";"";74789,4736842105;1114,28571428571;2004;"Delft"
"6617";2100;56;"apartment";"ingeschreven_natuurlijk_persoon";1907;405000;"furnished or upholstered";"A";340000;6090,90909090909;2019;"Amsterdam"
"6618";700;28;"apartment";"ingeschreven_niet_natuurlijk_persoon";1982;NA;"upholstered";"";63818,1818181818;2214,28571428571;2016;"Tilburg"
"6619";1800;110;"apartment";"ingeschreven_natuurlijk_persoon";1970;384000;"furnished";"D";219500;1981,98198198198;2015;"Amsterdam"
"6620";4500;230;"house";"ingeschreven_natuurlijk_persoon";1880;1150000;"furnished";"A";1110000;4590,22;2017;"Den Haag"
"6621";1350;70;"apartment";"ingeschreven_niet_natuurlijk_persoon";1934;NA;"upholstered";"";214083,333333333;2990,76237623762;2022;"Rijswijk"
"6622";1295;46;"apartment";"ingeschreven_natuurlijk_persoon";1916;214000;"furnished";"E";148333,3333;3127,65957446808;2017;"Leiden"
"6623";1150;72;"apartment";"ingeschreven_natuurlijk_persoon";1959;252000;"furnished";"";110000;1571,42857142857;2014;"Groningen"
"6624";2500;189;"apartment";"ingeschreven_natuurlijk_persoon";2002;751000;"furnished";"";205700;1023,38308457711;2003;"Utrecht"
"6625";540;24;"apartment";"";1934;NA;"unknown";"B";38500;1613,86138613861;2017;"Leeuwarden"
"6626";1000;67;"apartment";"ingeschreven_niet_natuurlijk_persoon";1961;NA;"shell";"";190000;2642,85714285714;2018;"Enschede"
"6627";1295;73;"apartment";"ingeschreven_natuurlijk_persoon";1927;0;"upholstered";"D";74375;1071,42857142857;2016;"Groningen"
"6628";2050;86;"house";"ingeschreven_niet_natuurlijk_persoon";1932;NA;"upholstered";"C";88033,4;1101,84705882353;2018;"Utrecht"
"6629";1195;85;"apartment";"ingeschreven_niet_natuurlijk_persoon";1963;NA;"upholstered";"";236413,043478261;2804,87804878049;2019;"Venlo"
"6630";1500;69;"apartment";"ingeschreven_natuurlijk_persoon";1959;331000;"furnished";"C";249000;3550,72463768116;2017;"Den Haag"
"6631";2350;80;"apartment";"ingeschreven_natuurlijk_persoon";1989;563000;"furnished";"A";231247;2875;2010;"Amsterdam"
"6632";1300;81;"apartment";"ingeschreven_natuurlijk_persoon";2007;311000;"furnished";"A";94000;1054,73684210526;2015;"Utrecht"
"6633";1350;59;"apartment";"ingeschreven_natuurlijk_persoon";1930;228000;"furnished";"";72000;1216,66666666667;2005;"Groningen"
"6634";2200;85;"apartment";"ingeschreven_natuurlijk_persoon";1973;481000;"furnished";"A";192660,550458716;2267,44186046512;2016;"Amsterdam"
"6635";1025;52;"apartment";"ingeschreven_natuurlijk_persoon";1965;242000;"furnished";"D";123000;2276,7857140625;2019;"Den Haag"
"6636";950;55;"apartment";"ingeschreven_niet_natuurlijk_persoon";1933;NA;"furnished or upholstered";"";89393,9393909091;1697,29268292683;2015;"Eindhoven"
"6637";1075;51;"apartment";"ingeschreven_natuurlijk_persoon";1934;145000;"upholstered";"";68125;1369,23076923077;2019;"Rotterdam"
"6638";1595;160;"house";"ingeschreven_natuurlijk_persoon";2003;541000;"upholstered";"";23640,6479779051;199,833858235294;2010;"Amersfoort"
"6639";1675;57;"apartment";"ingeschreven_niet_natuurlijk_persoon";1934;NA;"upholstered";"";81000;1354,16666666667;2019;"Amsterdam"
"6640";1400;110;"house";"ingeschreven_natuurlijk_persoon";1992;351000;"upholstered";"B";2e+05;1767,85714285714;2015;"Eindhoven"
"6641";1350;74;"apartment";"ingeschreven_natuurlijk_persoon";1957;143000;"upholstered";"B";17157,44102;241,858313493976;1987;"Breda"
"6642";1108;44;"apartment";"";1897;NA;"upholstered";"C";133865;2788,46153846154;2013;"Den Haag"
"6643";695;50;"apartment";"ingeschreven_natuurlijk_persoon";1890;516000;"upholstered";"";38690,4761904762;870,370370444444;2012;"Arnhem"
"6644";1400;40;"apartment";"ingeschreven_natuurlijk_persoon";1895;422000;"upholstered";"";225000;6250;2021;"Amsterdam"
"6645";1795;60;"apartment";"ingeschreven_natuurlijk_persoon";1904;487000;"furnished";"";9264,972777;171,574410166667;1987;"Amsterdam"
"6646";1950;80;"apartment";"ingeschreven_niet_natuurlijk_persoon";1965;NA;"furnished";"D";285057,471264368;3562,5;2022;"Amstelveen"
"6647";1000;68;"apartment";"ingeschreven_natuurlijk_persoon";1956;210000;"upholstered";"C";215000;3161,76470588235;2022;"Groningen"
"6648";850;20;"apartment";"ingeschreven_niet_natuurlijk_persoon";1911;NA;"upholstered";"E";170909,0909;6770,83333333333;2021;"Eindhoven"
"6649";1550;93;"apartment";"ingeschreven_natuurlijk_persoon";1930;246000;"shell";"";235000;2577,31958762887;2020;"Den Haag"
"6650";1350;59;"house";"ingeschreven_niet_natuurlijk_persoon";1927;NA;"upholstered";"D";190972,222191667;3166,66666666667;2021;"Den Haag"
"6651";1250;42;"apartment";"ingeschreven_natuurlijk_persoon";1971;264000;"upholstered";"";1e+05;2500;2016;"Leiden"
"6652";1056;76;"studio";"ingeschreven_natuurlijk_persoon";1963;380000;"upholstered";"";49413,33938;624,354774025974;2015;"Tilburg"
"6653";1350;65;"apartment";"ingeschreven_natuurlijk_persoon";1875;104000;"furnished";"";96126,7605633803;1609,375;2018;"Groningen"
"6654";2300;90;"apartment";"ingeschreven_natuurlijk_persoon";1877;714000;"furnished";"";438421,052631579;4583,33333333333;2013;"Amsterdam"
"6655";1460;112;"apartment";"ingeschreven_natuurlijk_persoon";1926;365000;"upholstered";"D";850000;8320;1997;"Haarlem"
"6656";1600;80;"apartment";"ingeschreven_natuurlijk_persoon";1962;390000;"furnished";"";44254,2436247059;493,171506375;1996;"Haarlemmermeer"
"6658";1150;80;"apartment";"ingeschreven_natuurlijk_persoon";1977;267000;"upholstered";"E";24706,89655;291,310171964286;1988;"Eindhoven"
"6659";2250;85;"apartment";"ingeschreven_natuurlijk_persoon";1900;610000;"furnished";"D";153387,4773;1794,11764705882;2018;"Amsterdam"
"6660";3500;235;"house";"ingeschreven_natuurlijk_persoon";1954;877000;"furnished or upholstered";"C";610000;2619,92619926199;2007;"Utrechtse Heuvelrug"
"6661";770;45;"apartment";"ingeschreven_niet_natuurlijk_persoon";1952;NA;"furnished";"C";11323,95644;275,745938095238;1995;"Utrecht"
"6662";1850;135;"house";"ingeschreven_natuurlijk_persoon";2005;566000;"upholstered";"";97423,2;862,4;1999;"Lansingerland"
"6663";3800;173;"apartment";"ingeschreven_niet_natuurlijk_persoon";1926;NA;"upholstered";"B";567924,528301887;3012,5;2022;"Den Haag"
"6664";1400;55;"apartment";"ingeschreven_natuurlijk_persoon";1912;336000;"furnished or upholstered";"C";117500;2307,69230769231;2017;"Utrecht"
"6665";1550;55;"apartment";"ingeschreven_natuurlijk_persoon";1975;339000;"furnished";"B";181500;3314,81481481481;2017;"Amsterdam"
"6666";1999;153;"house";"ingeschreven_natuurlijk_persoon";1994;386000;"furnished";"B";272500;1789,65517241379;2013;"Eindhoven"
"6667";945;21;"apartment";"ingeschreven_niet_natuurlijk_persoon";1926;NA;"upholstered";"D";95869,5652173913;4565,21739130435;2018;"Den Haag"
"6668";1200;61;"apartment";"ingeschreven_natuurlijk_persoon";1958;222000;"upholstered";"C";188000;3125;2020;"Rotterdam"
"6669";1525;45;"apartment";"ingeschreven_natuurlijk_persoon";1882;413000;"upholstered";"";297500;6590,90909090909;2017;"Amsterdam"
"6670";2400;155;"house";"ingeschreven_natuurlijk_persoon";1937;433000;"upholstered";"";325000;2075,21341463415;2007;"Zaanstad"
"6671";2550;130;"apartment";"ingeschreven_niet_natuurlijk_persoon";1812;NA;"furnished";"";206250;1500;2018;"Den Haag"
"6672";2295;118;"apartment";"ingeschreven_natuurlijk_persoon";1931;523000;"furnished";"";199210;1562,5;2010;"Utrecht"
"6673";815;22;"studio";"ingeschreven_natuurlijk_persoon";1960;626000;"upholstered";"";36739,1304347826;1379,06976744186;2012;"Utrecht"
"6674";865;77;"apartment";"ingeschreven_niet_natuurlijk_persoon";1978;NA;"upholstered";"C";139500;1846,66666666667;2006;"Enschede"
"6675";1695;120;"house";"ingeschreven_natuurlijk_persoon";1972;348000;"furnished";"C";225028;1916,66666666667;2016;"Zaanstad"
"6676";895;45;"apartment";"ingeschreven_natuurlijk_persoon";1985;166000;"furnished";"";125000;2948,27586206897;2018;"Breda"
"6677";1150;56;"apartment";"ingeschreven_niet_natuurlijk_persoon";1926;NA;"upholstered";"C";478888,8889;9136,36363636364;2020;"Den Bosch"
"6678";1145;75;"apartment";"ingeschreven_natuurlijk_persoon";1946;307000;"upholstered";"";93902,45009;1186,66666666667;2012;"Rotterdam"
"6679";1595;130;"house";"ingeschreven_natuurlijk_persoon";1975;327000;"upholstered";"C";282500;2184,86666666667;2018;"Breda"
"6680";1450;65;"apartment";"ingeschreven_natuurlijk_persoon";1932;403000;"furnished";"";390000;6153,83076923077;2022;"Eindhoven"
"6681";1850;65;"house";"ingeschreven_natuurlijk_persoon";1880;514000;"upholstered";"";246616,541389474;3803,41880307692;2001;"Amsterdam"
"6682";1000;51;"apartment";"";1905;NA;"upholstered";"";110000;1929,82456140351;2017;"Midden-Groningen"
"6683";2250;145;"house";"ingeschreven_natuurlijk_persoon";1995;648000;"furnished";"B";292500;2107,14285714286;2017;"Haarlem"
"6684";895;45;"apartment";"ingeschreven_natuurlijk_persoon";1934;193000;"shell";"";49000;1174,24242431818;2002;"Eindhoven"
"6685";2495;100;"apartment";"ingeschreven_natuurlijk_persoon";1970;394000;"upholstered";"";260000;2522,93577981651;2017;"Amstelveen"
"6686";1400;128;"house";"ingeschreven_natuurlijk_persoon";1976;293000;"upholstered";"C";201500;1607,69230769231;2017;"Hellevoetsluis"
"6687";850;20;"apartment";"ingeschreven_niet_natuurlijk_persoon";1920;NA;"upholstered";"G";84000;4007,93650809524;2018;"Bergen op Zoom"
"6688";1150;73;"apartment";"ingeschreven_natuurlijk_persoon";1934;307000;"upholstered";"D";164250;2153,33333333333;2019;"Gorinchem"
"6689";1300;125;"house";"ingeschreven_natuurlijk_persoon";1968;0;"upholstered";"";48277,4892055172;380,949152542373;1993;"Middelburg"
"6690";1495;104;"apartment";"ingeschreven_natuurlijk_persoon";1959;294000;"upholstered";"C";175714,285714286;1715,6862745098;2018;"Rotterdam"
"6691";1950;75;"apartment";"ingeschreven_natuurlijk_persoon";1911;241000;"furnished";"";21000,90744;253,929824533333;1999;"Amsterdam"
"6692";1225;58;"apartment";"ingeschreven_natuurlijk_persoon";2010;288000;"upholstered";"A";217500;3663,79310344828;2019;"Leidschendam-Voorburg"
"6693";595;22;"apartment";"kadaster_niet_natuurlijk_persoon";1910;NA;"unknown";"G";122453,703725;6041,66666666667;2018;"Leeuwarden"
"6694";1450;80;"apartment";"ingeschreven_natuurlijk_persoon";1985;304000;"furnished";"C";198000;2457,8313253012;2016;"Breda"
"6695";2100;101;"apartment";"kadaster_niet_natuurlijk_persoon";1989;NA;"furnished";"C";453780;4744;2019;"Amsterdam"
"6696";1095;55;"apartment";"ingeschreven_natuurlijk_persoon";1950;156000;"upholstered";"B";93289,66667;1666,66666666667;2007;"Rotterdam"
